"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",67,2,0.29,68,0.0203,0.03482,"CASP2,GDNF"
"GO:0038034","signal transduction in absence of ligand",67,2,0.29,69,0.0203,0.03482,"CASP2,GDNF"
"GO:0032272","negative regulation of protein polymerization",68,2,0.3,71,0.0208,0.03578,"KANK1,TBCD"
"GO:0001910","regulation of leukocyte mediated cytotoxicity",68,2,0.3,72,0.0208,0.03578,"DNASE1,PIK3R6"
"GO:0034728","nucleosome organization",165,3,0.72,73,0.0168,0.03579,"ARID1A,CHAF1A,H2AFY"
"GO:0050771","negative regulation of axonogenesis",69,2,0.3,75,0.0214,0.03675,"SEMA5A,ULK2"
"GO:0031345","negative regulation of cell projection organization",173,3,0.76,78,0.019,0.04029,"KANK1,SEMA5A,ULK2"
"GO:0030832","regulation of actin filament length",175,3,0.77,79,0.0196,0.04145,"KANK1,NEB,SEMA5A"
"GO:0007422","peripheral nervous system development",74,2,0.32,80,0.0244,0.04172,"GDNF,RUNX3"
"GO:0008344","adult locomotory behavior",74,2,0.32,81,0.0244,0.04172,"GDNF,NTSR1"
"GO:0006333","chromatin assembly or disassembly",177,3,0.77,82,0.0202,0.04264,"ARID1A,CHAF1A,H2AFY"
"GO:0021903","rostrocaudal neural tube patterning",10,1,0.04,83,0.0322,0.04294,"KDM2B"
"GO:0051934","catecholamine uptake involved in synaptic transmission",10,1,0.04,84,0.0322,0.04294,"GDNF"
"GO:0001767","establishment of lymphocyte polarity",10,1,0.04,85,0.0322,0.04294,"FLOT2"
"GO:0051561","positive regulation of mitochondrial calcium ion concentration",10,1,0.04,86,0.0322,0.04294,"ATP2A1"
"GO:0051583","dopamine uptake involved in synaptic transmission",10,1,0.04,87,0.0322,0.04294,"GDNF"
"GO:0045876","positive regulation of sister chromatid cohesion",10,1,0.04,88,0.0322,0.04294,"H2AFY"
"GO:0031053","primary miRNA processing",10,1,0.04,89,0.0322,0.04294,"DGCR8"
"GO:0072584","caveolin-mediated endocytosis",10,1,0.04,90,0.0322,0.04294,"MLC1"
"GO:0043129","surfactant homeostasis",10,1,0.04,91,0.0322,0.04294,"LPCAT1"
"GO:0045475","locomotor rhythm",10,1,0.04,92,0.0322,0.04294,"MTA1"
"GO:0038003","opioid receptor signaling pathway",10,1,0.04,93,0.0322,0.04294,"OGFR"
"GO:0061061","muscle structure development",588,6,2.57,94,0.0121,0.04378,"ACTA1,ARID1A,FLOT2,MYH7,NEB,ZEB1"
"GO:0014032","neural crest cell development",76,2,0.33,95,0.0256,0.04378,"GDNF,SEMA5A"
"GO:0031341","regulation of cell killing",76,2,0.33,96,0.0256,0.04378,"DNASE1,PIK3R6"
"GO:0007626","locomotory behavior",180,3,0.79,97,0.0211,0.04445,"GDNF,MTA1,NTSR1"
"GO:0045582","positive regulation of T cell differentiation",79,2,0.35,100,0.0275,0.04694,"PIK3R6,RUNX3"
"GO:1903725","regulation of phospholipid metabolic process",79,2,0.35,101,0.0275,0.04694,"LPCAT1,PIK3R6"
"GO:0048484","enteric nervous system development",11,1,0.05,103,0.0354,0.04713,"GDNF"
"GO:2000392","regulation of lamellipodium morphogenesis",11,1,0.05,104,0.0354,0.04713,"KANK1"
"GO:0010623","programmed cell death involved in cell development",11,1,0.05,105,0.0354,0.04713,"CASP2"
"GO:0001765","membrane raft assembly",11,1,0.05,106,0.0354,0.04713,"FLOT2"
"GO:0060732","positive regulation of inositol phosphate biosynthetic process",11,1,0.05,107,0.0354,0.04713,"NTSR1"
"GO:0060900","embryonic camera-type eye formation",11,1,0.05,108,0.0354,0.04713,"ARID1A"
"GO:0051657","maintenance of organelle location",11,1,0.05,109,0.0354,0.04713,"ATP2A1"
"GO:0033605","positive regulation of catecholamine secretion",11,1,0.05,110,0.0354,0.04713,"GDNF"
"GO:0014031","mesenchymal cell development",80,2,0.35,111,0.0282,0.04801,"GDNF,SEMA5A"
"GO:0048864","stem cell development",80,2,0.35,112,0.0282,0.04801,"GDNF,SEMA5A"
"GO:0003333","amino acid transmembrane transport",81,2,0.35,113,0.0288,0.04908,"NTSR1,SLC25A29"
"GO:0050870","positive regulation of T cell activation",188,3,0.82,114,0.0236,0.04945,"FLOT2,PIK3R6,RUNX3"
