"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0002576","platelet degranulation",123,2,0.33,51,0.01172,0.04311,"FGB,ITIH3"
"GO:0002224","toll-like receptor signaling pathway",123,2,0.33,52,0.01172,0.04311,"FGB,TLR9"
"GO:0070665","positive regulation of leukocyte proliferation",124,2,0.33,53,0.01191,0.04374,"IGFBP2,TLR9"
"GO:0032717","negative regulation of interleukin-8 production",17,1,0.05,54,0.02259,0.0447,"TLR9"
"GO:0051767","nitric-oxide synthase biosynthetic process",17,1,0.05,55,0.02259,0.0447,"TLR9"
"GO:0051769","regulation of nitric-oxide synthase biosynthetic process",17,1,0.05,56,0.02259,0.0447,"TLR9"
"GO:0036315","cellular response to sterol",17,1,0.05,57,0.02259,0.0447,"MLC1"
"GO:0005980","glycogen catabolic process",17,1,0.05,58,0.02259,0.0447,"G6PC"
"GO:0044320","cellular response to leptin stimulus",17,1,0.05,59,0.02259,0.0447,"FGB"
"GO:0051291","protein heterooligomerization",126,2,0.34,60,0.01228,0.04502,"HBB,HBG2"
"GO:0090090","negative regulation of canonical Wnt signaling pathway",127,2,0.34,61,0.01246,0.04567,"IGFBP1,IGFBP2"
"GO:0007252","I-kappaB phosphorylation",18,1,0.05,63,0.02391,0.04727,"TLR9"
"GO:0009251","glucan catabolic process",18,1,0.05,64,0.02391,0.04727,"G6PC"
"GO:0071243","cellular response to arsenic-containing substance",18,1,0.05,65,0.02391,0.04727,"DAXX"
"GO:0030277","maintenance of gastrointestinal epithelium",18,1,0.05,66,0.02391,0.04727,"TLR9"
"GO:0006450","regulation of translational fidelity",18,1,0.05,67,0.02391,0.04727,"VARS2"
"GO:0034620","cellular response to unfolded protein",131,2,0.35,68,0.01322,0.04827,"DAXX,IGFBP1"
"GO:0006103","2-oxoglutarate metabolic process",19,1,0.05,70,0.02522,0.04983,"TAT"
"GO:1902074","response to salt",19,1,0.05,71,0.02522,0.04983,"DAXX"
