"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0006559","L-phenylalanine catabolic process",11,2,0.06,75,0.00055,0.00133,"HPD,TAT"
"GO:0010038","response to metal ion",338,7,1.7,83,9.8e-05,0.00155,"FGB,FGG,ICAM1,IGFBP2,MAPK8,S100A8,TAT"
"GO:0051238","sequestering of metal ion",12,2,0.06,84,0.00065,0.00159,"S100A8,S100A9"
"GO:0018119","peptidyl-cysteine S-nitrosylation",13,2,0.07,85,0.00077,0.00187,"S100A8,S100A9"
"GO:0019221","cytokine-mediated signaling pathway",671,10,3.37,88,0.02963,0.00193,"APOA1,CCL8,CXCL10,CXCL11,CXCL5,CXCL8,ICAM1,IL1B,IL32,RSAD2"
"GO:0006639","acylglycerol metabolic process",110,4,0.55,96,0.0221,0.00228,"APOA1,C3,G6PC,PCK1"
"GO:0002687","positive regulation of leukocyte migration",111,4,0.56,98,0.00044,0.00236,"CCL8,CXCL10,CXCL8,ICAM1"
"GO:0006638","neutral lipid metabolic process",111,4,0.56,99,0.02266,0.00236,"APOA1,C3,G6PC,PCK1"
"GO:0070527","platelet aggregation",56,3,0.28,105,0.00077,0.0028,"FGB,FGG,HBB"
"GO:2001233","regulation of apoptotic signaling pathway",376,7,1.89,106,0.02006,0.00282,"FGB,FGG,ICAM1,IL1B,MAPK8,S100A8,S100A9"
"GO:0046903","secretion",1495,16,7.51,107,0.01491,0.00288,"ABCB11,APOA1,C3,CACNA1I,CCL8,FGB,FGG,GBP5,HBB,IL1B,ITIH3,LPCAT1,RSAD2,S100A8,S100A9,SERPINC1"
"GO:0002726","positive regulation of T cell cytokine production",17,2,0.09,112,0.00133,0.00323,"IL1B,RSAD2"
"GO:0002576","platelet degranulation",123,4,0.62,114,0.00065,0.00342,"APOA1,FGB,FGG,ITIH3"
"GO:0035743","CD4-positive, alpha-beta T cell cytokine production",18,2,0.09,115,0.0015,0.00362,"IL1B,RSAD2"
"GO:0006887","exocytosis",857,11,4.3,116,0.01268,0.00365,"APOA1,C3,CACNA1I,CCL8,FGB,FGG,HBB,ITIH3,LPCAT1,S100A8,S100A9"
"GO:0007584","response to nutrient",205,5,1.03,117,5e-04,0.00372,"APOA1,CXCL10,IGFBP2,IL1B,SERPINC1"
"GO:0019915","lipid storage",65,3,0.33,124,0.00119,0.00426,"APOA1,C3,IL1B"
"GO:0045055","regulated exocytosis",752,10,3.78,125,0.01095,0.00436,"APOA1,C3,CACNA1I,FGB,FGG,HBB,ITIH3,LPCAT1,S100A8,S100A9"
"GO:0042359","vitamin D metabolic process",20,2,0.1,128,0.00185,0.00446,"GC,IL1B"
"GO:0036499","PERK-mediated unfolded protein response",21,2,0.11,129,0.00204,0.00492,"CXCL8,IGFBP1"
"GO:0002675","positive regulation of acute inflammatory response",22,2,0.11,136,0.00224,0.00539,"C3,IL1B"
"GO:0045940","positive regulation of steroid metabolic process",22,2,0.11,137,0.00224,0.00539,"APOA1,IL1B"
"GO:0010818","T cell chemotaxis",22,2,0.11,138,0.00224,0.00539,"CXCL10,CXCL11"
"GO:0051186","cofactor metabolic process",537,8,2.7,140,0.00474,0.00552,"ALDOB,FMO2,GSTT2B,HBB,HBG2,HMGCS2,MAT1A,TAT"
"GO:0006082","organic acid metabolic process",1041,12,5.23,141,0.00866,0.00567,"ABCB11,ALDOB,C3,FMO2,G6PC,HPD,IL1B,ITIH3,MAT1A,PCK1,TAT,VARS2"
"GO:0051092","positive regulation of NF-kappaB transcription factor activity",142,4,0.71,142,0.00111,0.00568,"ICAM1,IL1B,S100A8,S100A9"
"GO:0046165","alcohol biosynthetic process",142,4,0.71,143,0.00111,0.00568,"APOA1,HMGCS2,IL1B,PCK1"
"GO:0031639","plasminogen activation",23,2,0.12,145,0.00245,0.00589,"FGB,FGG"
"GO:0032602","chemokine production",77,3,0.39,156,0.00194,0.00684,"IL1B,S100A8,S100A9"
"GO:0050832","defense response to fungus",25,2,0.13,157,0.0029,0.00693,"S100A8,S100A9"
"GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste",25,2,0.13,158,0.0029,0.00693,"AZGP1,TAS2R19"
"GO:0043950","positive regulation of cAMP-mediated signaling",25,2,0.13,159,0.0029,0.00693,"CXCL10,CXCL11"
"GO:0097190","apoptotic signaling pathway",565,8,2.84,162,0.02223,0.00742,"CD5,FGB,FGG,ICAM1,IL1B,MAPK8,S100A8,S100A9"
"GO:0010575","positive regulation of vascular endothelial growth factor production",26,2,0.13,163,0.00313,0.00749,"C3,IL1B"
"GO:0045921","positive regulation of exocytosis",82,3,0.41,165,0.00232,0.00813,"CACNA1I,FGB,FGG"
"GO:0010469","regulation of signaling receptor activity",462,7,2.32,167,0.00066,0.00855,"CCL8,CXCL10,CXCL11,CXCL5,CXCL8,IL1B,IL32"
"GO:0042744","hydrogen peroxide catabolic process",28,2,0.14,168,0.00363,0.00865,"HBB,HBG2"
"GO:0042730","fibrinolysis",28,2,0.14,169,0.00363,0.00865,"FGB,FGG"
"GO:0046890","regulation of lipid biosynthetic process",166,4,0.83,177,0.00197,0.00976,"APOA1,C3,IL1B,LPCAT1"
"GO:0071549","cellular response to dexamethasone stimulus",30,2,0.15,181,0.00416,0.00989,"ICAM1,PCK1"
"GO:0006882","cellular zinc ion homeostasis",32,2,0.16,185,0.00472,0.01121,"S100A8,S100A9"
"GO:0071354","cellular response to interleukin-6",32,2,0.16,186,0.00472,0.01121,"FGG,ICAM1"
"GO:0098869","cellular oxidant detoxification",94,3,0.47,189,0.00342,0.01179,"HBB,HBG2,S100A9"
"GO:0006656","phosphatidylcholine biosynthetic process",33,2,0.17,192,0.00501,0.01189,"APOA1,LPCAT1"
"GO:0006694","steroid biosynthetic process",177,4,0.89,195,0.00249,0.01213,"ABCB11,APOA1,HMGCS2,IL1B"
"GO:0030212","hyaluronan metabolic process",34,2,0.17,198,0.00532,0.01259,"IL1B,ITIH3"
"GO:0019432","triglyceride biosynthetic process",36,2,0.18,209,0.00595,0.01405,"C3,PCK1"
"GO:0051180","vitamin transport",36,2,0.18,210,0.00595,0.01405,"APOA1,GC"
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol",38,2,0.19,212,0.00661,0.01558,"CXCL10,CXCL11"
"GO:0061028","establishment of endothelial barrier",40,2,0.2,219,0.0073,0.01717,"ICAM1,IL1B"
"GO:0070663","regulation of leukocyte proliferation",197,4,0.99,222,0.00366,0.01733,"CCL8,IGFBP2,IL1B,LST1"
"GO:0009612","response to mechanical stimulus",198,4,0.99,223,0.00373,0.01762,"CXCL10,IGFBP2,IL1B,MAPK8"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",198,4,0.99,224,0.00373,0.01762,"CD5,ICAM1,IGFBP2,IL1B"
"GO:0042110","T cell activation",414,6,2.08,226,0.00205,0.01786,"CD5,HLA-DOA,ICAM1,IGFBP2,IL1B,RSAD2"
"GO:0050709","negative regulation of protein secretion",113,3,0.57,233,0.00572,0.01925,"APOA1,IL1B,RSAD2"
"GO:0050702","interleukin-1 beta secretion",44,2,0.22,239,0.00878,0.02056,"APOA1,GBP5"
"GO:2000257","regulation of protein activation cascade",44,2,0.22,240,0.00878,0.02056,"C3,SERPINC1"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade",209,4,1.05,242,0.00452,0.02103,"CCL8,FGB,FGG,ICAM1"
"GO:1905952","regulation of lipid localization",125,3,0.63,257,0.00755,0.02504,"APOA1,C3,IL1B"
"GO:0002548","monocyte chemotaxis",49,2,0.25,258,0.01081,0.02515,"CCL8,CXCL10"
"GO:0002443","leukocyte mediated immunity",712,8,3.57,263,0.01887,0.02642,"C3,HBB,ICAM1,IL1B,LPCAT1,RSAD2,S100A8,S100A9"
"GO:0050766","positive regulation of phagocytosis",51,2,0.26,266,0.01167,0.02709,"C3,IL1B"
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway",54,2,0.27,279,0.01302,0.03012,"S100A8,S100A9"
"GO:0042119","neutrophil activation",470,6,2.36,282,0.00384,0.03083,"C3,CXCL8,HBB,LPCAT1,S100A8,S100A9"
"GO:0043687","post-translational protein modification",352,5,1.77,285,0.00534,0.0321,"APOA1,C3,FGG,IGFBP1,SERPINC1"
"GO:0032868","response to insulin",245,4,1.23,294,0.00787,0.03488,"ICAM1,IGFBP1,IL1B,PCK1"
"GO:0044248","cellular catabolic process",2135,17,10.72,295,0.00726,0.03511,"ADAMTS7,ALDOB,APOA1,DXO,G6PC,GEN1,HBB,HBG2,HPD,IL1B,MAPK8,MAT1A,PCK1,S100A8,S100A9,TAT,UPP2"
"GO:0052548","regulation of endopeptidase activity",364,5,1.83,301,0.00614,0.03629,"C3,ITIH3,S100A8,S100A9,SERPINC1"
"GO:0002252","immune effector process",1055,10,5.3,306,0.01328,0.03827,"APOA1,C3,CXCL10,HBB,ICAM1,IL1B,LPCAT1,RSAD2,S100A8,S100A9"
"GO:0010827","regulation of glucose transmembrane transport",62,2,0.31,308,0.01692,0.03879,"C3,IL1B"
"GO:0051249","regulation of lymphocyte activation",371,5,1.86,309,0.00665,0.03888,"CD5,HLA-DOA,IGFBP2,IL1B,LST1"
"GO:0030307","positive regulation of cell growth",149,3,0.75,311,0.01216,0.03911,"IGFBP1,S100A8,S100A9"
"GO:0016125","sterol metabolic process",151,3,0.76,315,0.01261,0.04043,"APOA1,EBPL,HMGCS2"
"GO:0006695","cholesterol biosynthetic process",67,2,0.34,325,0.01959,0.04464,"APOA1,HMGCS2"
"GO:0045766","positive regulation of angiogenesis",158,3,0.79,327,0.01423,0.04522,"C3,CXCL8,IL1B"
"GO:0043627","response to estrogen",68,2,0.34,328,0.02014,0.04584,"APOA1,IGFBP2"
"GO:1902653","secondary alcohol biosynthetic process",68,2,0.34,329,0.02014,0.04584,"APOA1,HMGCS2"
"GO:0071674","mononuclear cell migration",68,2,0.34,330,0.02014,0.04584,"CCL8,CXCL10"
"GO:0045765","regulation of angiogenesis",270,4,1.36,333,0.01097,0.047,"C3,CXCL10,CXCL8,IL1B"
"GO:0046889","positive regulation of lipid biosynthetic process",69,2,0.35,334,0.0207,0.04706,"APOA1,IL1B"
"GO:0070664","negative regulation of leukocyte proliferation",69,2,0.35,335,0.0207,0.04706,"CCL8,LST1"
"GO:0007186","G protein-coupled receptor signaling pathway",947,9,4.75,340,0.00297,0.0477,"APOA1,C3,CCL8,CXCL10,CXCL11,CXCL5,CXCL8,OR10K2,TAS2R19"
"GO:0090557","establishment of endothelial intestinal barrier",10,1,0.05,343,0.03166,0.0491,"ICAM1"
"GO:0042118","endothelial cell activation",10,1,0.05,344,0.03166,0.0491,"CXCL10"
"GO:0055091","phospholipid homeostasis",10,1,0.05,345,0.03166,0.0491,"APOA1"
"GO:0007135","meiosis II",10,1,0.05,346,0.03166,0.0491,"HORMAD2"
"GO:0150065","regulation of deacetylase activity",10,1,0.05,347,0.03166,0.0491,"MAPK8"
"GO:0043129","surfactant homeostasis",10,1,0.05,348,0.03166,0.0491,"LPCAT1"
"GO:0034115","negative regulation of heterotypic cell-cell adhesion",10,1,0.05,349,0.03166,0.0491,"APOA1"
"GO:0032621","interleukin-18 production",10,1,0.05,350,0.03166,0.0491,"GBP5"
"GO:0001660","fever generation",10,1,0.05,351,0.03166,0.0491,"IL1B"
"GO:0032306","regulation of prostaglandin secretion",10,1,0.05,352,0.03166,0.0491,"IL1B"
"GO:0032308","positive regulation of prostaglandin secretion",10,1,0.05,353,0.03166,0.0491,"IL1B"
"GO:0002864","regulation of acute inflammatory response to antigenic stimulus",10,1,0.05,354,0.03166,0.0491,"C3"
"GO:0071468","cellular response to acidic pH",10,1,0.05,355,0.03166,0.0491,"PCK1"
"GO:0061983","meiosis II cell cycle process",10,1,0.05,356,0.03166,0.0491,"HORMAD2"
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation",10,1,0.05,357,0.03166,0.0491,"APOA1"
"GO:0042368","vitamin D biosynthetic process",10,1,0.05,358,0.03166,0.0491,"IL1B"
"GO:0050713","negative regulation of interleukin-1 beta secretion",10,1,0.05,359,0.03166,0.0491,"APOA1"
"GO:0042632","cholesterol homeostasis",71,2,0.36,360,0.02184,0.04953,"APOA1,G6PC"
