"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:1903299","regulation of hexokinase activity",10,1,0.05,264,0.03902,0.048,"TIGAR"
"GO:0051024","positive regulation of immunoglobulin secretion",10,1,0.05,265,0.03902,0.048,"IL33"
"GO:1900044","regulation of protein K63-linked ubiquitination",10,1,0.05,266,0.03902,0.048,"BIRC2"
"GO:0051561","positive regulation of mitochondrial calcium ion concentration",10,1,0.05,267,0.03902,0.048,"ATP2A1"
"GO:0032025","response to cobalt ion",10,1,0.05,268,0.03902,0.048,"TIGAR"
"GO:0046218","indolalkylamine catabolic process",10,1,0.05,269,0.03902,0.048,"IDO1"
"GO:0021559","trigeminal nerve development",10,1,0.05,270,0.03902,0.048,"TFAP2A"
"GO:1905146","lysosomal protein catabolic process",10,1,0.05,271,0.03902,0.048,"ATP13A2"
"GO:0090084","negative regulation of inclusion body assembly",10,1,0.05,272,0.03902,0.048,"HSPA1A"
"GO:0070189","kynurenine metabolic process",10,1,0.05,273,0.03902,0.048,"IDO1"
"GO:0007135","meiosis II",10,1,0.05,274,0.03902,0.048,"HORMAD2"
"GO:0070106","interleukin-27-mediated signaling pathway",10,1,0.05,275,0.03902,0.048,"IL6ST"
"GO:1902563","regulation of neutrophil activation",10,1,0.05,276,0.03902,0.048,"BCR"
"GO:0002002","regulation of angiotensin levels in blood",10,1,0.05,277,0.03902,0.048,"CTSZ"
"GO:0043301","negative regulation of leukocyte degranulation",10,1,0.05,278,0.03902,0.048,"BCR"
"GO:0061983","meiosis II cell cycle process",10,1,0.05,279,0.03902,0.048,"HORMAD2"
"GO:0019221","cytokine-mediated signaling pathway",678,7,3.33,283,0.01775,0.0487,"BIRC2,CXCR2,FSCN1,HSPA1A,IL33,IL6ST,MX2"
"GO:0000422","autophagy of mitochondrion",72,2,0.35,284,0.03323,0.0487,"ATP13A2,TIGAR"
"GO:0061726","mitochondrion disassembly",72,2,0.35,285,0.03323,0.0487,"ATP13A2,TIGAR"
"GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus",72,2,0.35,286,0.03323,0.0487,"HSPA1A,SMURF2"
