"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0061684","chaperone-mediated autophagy",12,1,0.03,106,0.02151,0.0304,"EEF1A2"
"GO:0014061","regulation of norepinephrine secretion",12,1,0.03,107,0.02151,0.0304,"GHSR"
"GO:0072216","positive regulation of metanephros development",12,1,0.03,108,0.02151,0.0304,"GDNF"
"GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis",12,1,0.03,109,0.02151,0.0304,"GDNF"
"GO:0033604","negative regulation of catecholamine secretion",12,1,0.03,110,0.02151,0.0304,"GHSR"
"GO:0006857","oligopeptide transport",12,1,0.03,111,0.02151,0.0304,"SLC9A3R1"
"GO:1902306","negative regulation of sodium ion transmembrane transport",12,1,0.03,112,0.02151,0.0304,"SLC9A3R1"
"GO:0090399","replicative senescence",12,1,0.03,113,0.02151,0.0304,"MME"
"GO:0071679","commissural neuron axon guidance",12,1,0.03,114,0.02151,0.0304,"GDNF"
"GO:0048521","negative regulation of behavior",12,1,0.03,115,0.02151,0.0304,"GHSR"
"GO:0014831","gastro-intestinal system smooth muscle contraction",12,1,0.03,116,0.02151,0.0304,"GHSR"
"GO:0048243","norepinephrine secretion",13,1,0.03,117,0.02328,0.03289,"GHSR"
"GO:0002093","auditory receptor cell morphogenesis",13,1,0.03,118,0.02328,0.03289,"SLC9A3R1"
"GO:0014067","negative regulation of phosphatidylinositol 3-kinase signaling",13,1,0.03,119,0.02328,0.03289,"SLC9A3R1"
"GO:0030252","growth hormone secretion",13,1,0.03,120,0.02328,0.03289,"GHSR"
"GO:0045989","positive regulation of striated muscle contraction",13,1,0.03,121,0.02328,0.03289,"ATP2A1"
"GO:0045408","regulation of interleukin-6 biosynthetic process",13,1,0.03,122,0.02328,0.03289,"GHSR"
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway",13,1,0.03,123,0.02328,0.03289,"SLC9A3R1"
"GO:0009605","response to external stimulus",2068,10,5.31,126,0.01806,0.03395,"ACTA1,CASP8AP2,GDNF,GHSR,KNG1,METRNL,NPFF,PPP1R11,SORD,ULK2"
"GO:0007586","digestion",113,2,0.29,127,0.01771,0.03408,"GHSR,SERPINA3"
"GO:0009653","anatomical structure morphogenesis",2381,11,6.12,130,0.01184,0.035,"ACTA1,DOCK10,GDNF,GHSR,HIF3A,KLHL3,MYH7,PGR,PIK3R6,SLC9A3R1,ULK2"
"GO:0050728","negative regulation of inflammatory response",115,2,0.3,131,0.0183,0.03519,"GHSR,METRNL"
"GO:0031644","regulation of neurological system process",115,2,0.3,132,0.0183,0.03519,"GHSR,NPFF"
"GO:0007512","adult heart development",14,1,0.04,133,0.02505,0.03538,"MYH7"
"GO:0032225","regulation of synaptic transmission, dopaminergic",14,1,0.04,134,0.02505,0.03538,"GDNF"
"GO:0030240","skeletal muscle thin filament assembly",14,1,0.04,135,0.02505,0.03538,"ACTA1"
"GO:0051645","Golgi localization",14,1,0.04,136,0.02505,0.03538,"SLC9A3R1"
"GO:0060009","Sertoli cell development",14,1,0.04,137,0.02505,0.03538,"ARID4A"
"GO:0045198","establishment of epithelial cell apical/basal polarity",14,1,0.04,138,0.02505,0.03538,"SLC9A3R1"
"GO:0014733","regulation of skeletal muscle adaptation",14,1,0.04,139,0.02505,0.03538,"MYH7"
"GO:0090494","dopamine uptake",14,1,0.04,140,0.02505,0.03538,"GDNF"
"GO:1905564","positive regulation of vascular endothelial cell proliferation",14,1,0.04,141,0.02505,0.03538,"GHSR"
"GO:0051969","regulation of transmission of nerve impulse",14,1,0.04,142,0.02505,0.03538,"GHSR"
"GO:0022612","gland morphogenesis",117,2,0.3,143,0.0189,0.03632,"PGR,SLC9A3R1"
"GO:0050801","ion homeostasis",725,5,1.86,144,0.00912,0.03729,"ATP2A1,KLHL3,KNG1,NPFF,SLC9A3R1"
"GO:0072283","metanephric renal vesicle morphogenesis",15,1,0.04,145,0.02681,0.03786,"GDNF"
"GO:0002070","epithelial cell maturation",15,1,0.04,146,0.02681,0.03786,"PGR"
"GO:0033033","negative regulation of myeloid cell apoptotic process",15,1,0.04,147,0.02681,0.03786,"GHSR"
"GO:0010155","regulation of proton transport",15,1,0.04,148,0.02681,0.03786,"SLC9A3R1"
"GO:0090335","regulation of brown fat cell differentiation",15,1,0.04,149,0.02681,0.03786,"METRNL"
"GO:0090493","catecholamine uptake",15,1,0.04,150,0.02681,0.03786,"GDNF"
"GO:0042226","interleukin-6 biosynthetic process",15,1,0.04,151,0.02681,0.03786,"GHSR"
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane",15,1,0.04,152,0.02681,0.03786,"GHSR"
"GO:0099633","protein localization to postsynaptic specialization membrane",15,1,0.04,153,0.02681,0.03786,"GHSR"
"GO:0006000","fructose metabolic process",15,1,0.04,154,0.02681,0.03786,"SORD"
"GO:1902683","regulation of receptor localization to synapse",15,1,0.04,155,0.02681,0.03786,"GHSR"
"GO:0002576","platelet degranulation",123,2,0.32,157,0.02076,0.03977,"KNG1,SERPINA3"
"GO:0030033","microvillus assembly",16,1,0.04,158,0.02858,0.04033,"SLC9A3R1"
"GO:0019585","glucuronate metabolic process",16,1,0.04,159,0.02858,0.04033,"SORD"
"GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",16,1,0.04,160,0.02858,0.04033,"MME"
"GO:0048486","parasympathetic nervous system development",16,1,0.04,161,0.02858,0.04033,"GDNF"
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway",16,1,0.04,162,0.02858,0.04033,"GHSR"
"GO:0021516","dorsal spinal cord development",16,1,0.04,163,0.02858,0.04033,"GDNF"
"GO:0006063","uronic acid metabolic process",16,1,0.04,164,0.02858,0.04033,"SORD"
"GO:0080182","histone H3-K4 trimethylation",16,1,0.04,165,0.02858,0.04033,"ARID4A"
"GO:0014866","skeletal myofibril assembly",16,1,0.04,166,0.02858,0.04033,"ACTA1"
"GO:0045834","positive regulation of lipid metabolic process",124,2,0.32,167,0.02108,0.04036,"EEF1A2,GHSR"
"GO:0010766","negative regulation of sodium ion transport",17,1,0.04,170,0.03034,0.0428,"SLC9A3R1"
"GO:0015874","norepinephrine transport",17,1,0.04,171,0.03034,0.0428,"GHSR"
"GO:0032354","response to follicle-stimulating hormone",17,1,0.04,172,0.03034,0.0428,"GHSR"
"GO:0006349","regulation of gene expression by genetic imprinting",17,1,0.04,173,0.03034,0.0428,"ARID4A"
"GO:2000696","regulation of epithelial cell differentiation involved in kidney development",17,1,0.04,174,0.03034,0.0428,"GDNF"
"GO:0036124","histone H3-K9 trimethylation",17,1,0.04,175,0.03034,0.0428,"ARID4A"
"GO:0048485","sympathetic nervous system development",17,1,0.04,176,0.03034,0.0428,"GDNF"
"GO:0099170","postsynaptic modulation of chemical synaptic transmission",17,1,0.04,177,0.03034,0.0428,"GHSR"
"GO:0001573","ganglioside metabolic process",17,1,0.04,178,0.03034,0.0428,"B3GALT4"
"GO:0097067","cellular response to thyroid hormone stimulus",17,1,0.04,179,0.03034,0.0428,"GHSR"
"GO:0072079","nephron tubule formation",17,1,0.04,180,0.03034,0.0428,"GDNF"
"GO:0007597","blood coagulation, intrinsic pathway",17,1,0.04,181,0.03034,0.0428,"KNG1"
"GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis",17,1,0.04,182,0.03034,0.0428,"GDNF"
"GO:0014065","phosphatidylinositol 3-kinase signaling",129,2,0.33,183,0.02269,0.04334,"PIK3R6,SLC9A3R1"
"GO:0030534","adult behavior",129,2,0.33,184,0.02269,0.04334,"GDNF,GHSR"
"GO:0048513","animal organ development",3116,13,8,187,0.00849,0.04514,"ACTA1,ARID4A,BARX1,DOCK10,GDNF,GHSR,KLHL3,MME,MYH7,NPFF,PGR,PIK3R6,SLC9A3R1"
"GO:0002526","acute inflammatory response",132,2,0.34,188,0.02368,0.04517,"NPFF,SERPINA3"
"GO:0035089","establishment of apical/basal cell polarity",18,1,0.05,190,0.03209,0.04526,"SLC9A3R1"
"GO:0030277","maintenance of gastrointestinal epithelium",18,1,0.05,191,0.03209,0.04526,"SERPINA3"
"GO:1905276","regulation of epithelial tube formation",18,1,0.05,192,0.03209,0.04526,"GDNF"
"GO:0060117","auditory receptor cell development",18,1,0.05,193,0.03209,0.04526,"SLC9A3R1"
"GO:0101023","vascular endothelial cell proliferation",18,1,0.05,194,0.03209,0.04526,"GHSR"
"GO:0010224","response to UV-B",18,1,0.05,195,0.03209,0.04526,"MME"
"GO:1905562","regulation of vascular endothelial cell proliferation",18,1,0.05,196,0.03209,0.04526,"GHSR"
"GO:0072077","renal vesicle morphogenesis",18,1,0.05,197,0.03209,0.04526,"GDNF"
"GO:0051580","regulation of neurotransmitter uptake",19,1,0.05,198,0.03385,0.04772,"GDNF"
"GO:0002438","acute inflammatory response to antigenic stimulus",19,1,0.05,199,0.03385,0.04772,"NPFF"
"GO:0097242","amyloid-beta clearance",19,1,0.05,200,0.03385,0.04772,"MME"
"GO:0044062","regulation of excretion",19,1,0.05,201,0.03385,0.04772,"SLC9A3R1"
"GO:0030859","polarized epithelial cell differentiation",19,1,0.05,202,0.03385,0.04772,"SLC9A3R1"
"GO:0060231","mesenchymal to epithelial transition",19,1,0.05,203,0.03385,0.04772,"GDNF"
"GO:1902074","response to salt",19,1,0.05,204,0.03385,0.04772,"GHSR"
"GO:0032691","negative regulation of interleukin-1 beta production",19,1,0.05,205,0.03385,0.04772,"GHSR"
"GO:0002313","mature B cell differentiation involved in immune response",19,1,0.05,206,0.03385,0.04772,"DOCK10"
"GO:0048670","regulation of collateral sprouting",19,1,0.05,207,0.03385,0.04772,"ULK2"
"GO:0072087","renal vesicle development",19,1,0.05,208,0.03385,0.04772,"GDNF"
