"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0002523","leukocyte migration involved in inflammatory response",10,2,0.07,157,0.00133,0.00184,"S100A8,S100A9"
"GO:0055091","phospholipid homeostasis",10,2,0.07,158,0.00133,0.00184,"APOA1,HNF4A"
"GO:0006570","tyrosine metabolic process",10,2,0.07,159,0.00133,0.00184,"PAH,TAT"
"GO:0060159","regulation of dopamine receptor signaling pathway",10,2,0.07,160,0.00133,0.00184,"CAV2,RGS4"
"GO:0002791","regulation of peptide secretion",424,9,2.77,161,0.01554,0.00186,"APOA1,FGB,FGG,HNF4A,IL1B,RBP4,S100A8,TLR9,TNFRSF21"
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol",38,3,0.25,166,0.00121,0.00194,"CXCL10,CXCL11,CXCL9"
"GO:0008654","phospholipid biosynthetic process",270,7,1.77,171,0.01288,0.00198,"APOA1,FGF2,HMGCS2,LPCAT1,PIGA,PIGW,TLR9"
"GO:0006094","gluconeogenesis",82,4,0.54,172,0.00112,0.00205,"ALDOB,G6PC,PCK1,RBP4"
"GO:0070838","divalent metal ion transport",430,9,2.81,174,0.01915,0.00205,"ATP2C2,CCL8,CXCL10,CXCL11,CXCL9,FGF2,ICAM1,RGS4,TLR9"
"GO:0051384","response to glucocorticoid",137,5,0.9,175,0.00099,0.00206,"ICAM1,IGFBP2,IGFBP7,PCK1,TAT"
"GO:0072511","divalent inorganic cation transport",433,9,2.83,177,0.0198,0.00215,"ATP2C2,CCL8,CXCL10,CXCL11,CXCL9,FGF2,ICAM1,RGS4,TLR9"
"GO:0090331","negative regulation of platelet aggregation",11,2,0.07,182,0.00162,0.00224,"FGG,SERPINE2"
"GO:0006559","L-phenylalanine catabolic process",11,2,0.07,183,0.00162,0.00224,"PAH,TAT"
"GO:0015671","oxygen transport",11,2,0.07,184,0.00162,0.00224,"HBB,HBG2"
"GO:0006898","receptor-mediated endocytosis",276,7,1.8,188,0.00086,0.00225,"APOA1,CAV2,CD2AP,CXCL8,HBB,TGFBR2,VTN"
"GO:0051092","positive regulation of NF-kappaB transcription factor activity",142,5,0.93,192,0.00116,0.00241,"ICAM1,IL1B,S100A8,S100A9,TLR9"
"GO:0046165","alcohol biosynthetic process",142,5,0.93,193,0.00116,0.00241,"APOA1,FGF2,HMGCS2,IL1B,PCK1"
"GO:0006641","triglyceride metabolic process",88,4,0.58,198,0.00145,0.00265,"APOA1,C3,G6PC,PCK1"
"GO:0060044","negative regulation of cardiac muscle cell proliferation",12,2,0.08,201,0.00194,0.00268,"RBP4,TGFBR2"
"GO:0051238","sequestering of metal ion",12,2,0.08,202,0.00194,0.00268,"S100A8,S100A9"
"GO:0030449","regulation of complement activation",43,3,0.28,204,0.00174,0.00278,"C3,CFH,VTN"
"GO:0006957","complement activation, alternative pathway",13,2,0.08,212,0.00228,0.00315,"C3,CFH"
"GO:0018119","peptidyl-cysteine S-nitrosylation",13,2,0.08,213,0.00228,0.00315,"S100A8,S100A9"
"GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production",13,2,0.08,214,0.00228,0.00315,"IL1B,TLR9"
"GO:0015850","organic hydroxy compound transport",219,6,1.43,218,0.02143,0.00317,"ABCB11,APOA1,PON1,RBP4,SLC22A3,SLCO1C1"
"GO:0098869","cellular oxidant detoxification",94,4,0.61,221,0.00185,0.00336,"HBB,HBG2,PRDX6,S100A9"
"GO:0016254","preassembly of GPI anchor in ER membrane",14,2,0.09,230,0.00265,0.00366,"PIGA,PIGW"
"GO:0010755","regulation of plasminogen activation",14,2,0.09,231,0.00265,0.00366,"CTSZ,SERPINE2"
"GO:0070365","hepatocyte differentiation",14,2,0.09,232,0.00265,0.00366,"HNF4A,PCK1"
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway",14,2,0.09,233,0.00265,0.00366,"IL1B,VTN"
"GO:0007566","embryo implantation",48,3,0.31,239,0.00239,0.0038,"IGFBP7,IL1B,TGFBR2"
"GO:0045766","positive regulation of angiogenesis",158,5,1.03,240,0.00186,0.00381,"C3,CXCL8,FGF2,IL1B,TGFBR2"
"GO:0032526","response to retinoic acid",98,4,0.64,242,0.00215,0.0039,"IGFBP2,IGFBP7,PCK1,RBP4"
"GO:0046890","regulation of lipid biosynthetic process",166,5,1.09,265,0.00231,0.00469,"APOA1,C3,IGFBP7,IL1B,LPCAT1"
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway",16,2,0.1,268,0.00347,0.00479,"IGFBP2,IGFBP4"
"GO:0050708","regulation of protein secretion",402,8,2.63,273,0.00176,0.00489,"APOA1,FGB,FGG,HNF4A,IL1B,RBP4,TLR9,TNFRSF21"
"GO:0042742","defense response to bacterium",171,5,1.12,278,0.00263,0.00532,"CXCL6,FGB,S100A8,S100A9,TLR9"
"GO:0048732","gland development",410,8,2.68,281,0.02087,0.0055,"APOA1,HNF4A,ID4,PCK1,SERPINC1,SERPINE2,TGFBR2,VTN"
"GO:0030001","metal ion transport",797,12,5.21,287,0.02089,0.00589,"ABCB11,ATP2C2,CCL8,CP,CXCL10,CXCL11,CXCL9,FGF2,ICAM1,RGS4,SERPINE2,TLR9"
"GO:0030277","maintenance of gastrointestinal epithelium",18,2,0.12,292,0.00439,0.00605,"RBP4,TLR9"
"GO:0002687","positive regulation of leukocyte migration",111,4,0.73,294,0.00338,0.00607,"CCL8,CXCL10,CXCL8,ICAM1"
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",111,4,0.73,295,0.00338,0.00607,"CXCL10,CXCL11,CXCL9,PTHLH"
"GO:0044092","negative regulation of molecular function",1010,14,6.6,298,0.00699,0.00612,"APOA1,C3,CABP1,CTSZ,DUSP4,ID4,IL1B,LYNX1,PEX19,RGS4,SERPINC1,SERPINE2,TLR9,VTN"
"GO:0006694","steroid biosynthetic process",177,5,1.16,299,0.00305,0.00614,"ABCB11,APOA1,HMGCS2,IGFBP7,IL1B"
"GO:0032331","negative regulation of chondrocyte differentiation",19,2,0.12,307,0.00489,0.00674,"ADAMTS7,PTHLH"
"GO:1901739","regulation of myoblast fusion",19,2,0.12,308,0.00489,0.00674,"CXCL10,CXCL9"
"GO:0010038","response to metal ion",338,7,2.21,309,0.00274,0.00678,"FGB,FGG,ICAM1,IGFBP2,PENK,S100A8,TAT"
"GO:0051345","positive regulation of hydrolase activity",718,11,4.69,318,0.00206,0.00733,"ALDOB,APOA1,CAV2,CCL8,DNAJC10,FGF2,ICAM1,RGS4,S100A8,S100A9,SIPA1L2"
"GO:0042359","vitamin D metabolic process",20,2,0.13,320,0.00542,0.00745,"GC,IL1B"
"GO:0090276","regulation of peptide hormone secretion",188,5,1.23,330,0.00394,0.00787,"FGB,FGG,HNF4A,IL1B,RBP4"
"GO:0002700","regulation of production of molecular mediator of immune response",121,4,0.79,335,0.0046,0.00819,"APOA1,IL1B,RBP4,TLR9"
"GO:0050671","positive regulation of lymphocyte proliferation",121,4,0.79,336,0.0046,0.00819,"IGFBP2,IL1B,TGFBR2,TLR9"
"GO:0036499","PERK-mediated unfolded protein response",21,2,0.14,337,0.00597,0.0082,"CXCL8,IGFBP1"
"GO:0045454","cell redox homeostasis",65,3,0.42,347,0.00563,0.00886,"DNAJC10,PRDX6,TMX4"
"GO:0019915","lipid storage",65,3,0.42,348,0.00563,0.00886,"APOA1,C3,IL1B"
"GO:0002675","positive regulation of acute inflammatory response",22,2,0.14,350,0.00654,0.00899,"C3,IL1B"
"GO:0010818","T cell chemotaxis",22,2,0.14,351,0.00654,0.00899,"CXCL10,CXCL11"
"GO:0045940","positive regulation of steroid metabolic process",22,2,0.14,352,0.00654,0.00899,"APOA1,IL1B"
"GO:0009612","response to mechanical stimulus",198,5,1.29,364,0.00491,0.00972,"CXCL10,IGFBP2,IL1B,SERPINE2,TGFBR2"
"GO:0007568","aging",281,6,1.84,375,0.00475,0.01039,"ICAM1,IGFBP1,IGFBP2,PCK1,PENK,TGFBR2"
"GO:0043312","neutrophil degranulation",459,8,3,380,0.00397,0.01052,"C3,CTSZ,CXCL1,HBB,LPCAT1,PRDX6,S100A8,S100A9"
"GO:0032642","regulation of chemokine production",70,3,0.46,385,0.00692,0.01084,"CXCL6,IL1B,TLR9"
"GO:0042632","cholesterol homeostasis",71,3,0.46,391,0.00719,0.01127,"APOA1,G6PC,HNF4A"
"GO:0050832","defense response to fungus",25,2,0.16,394,0.0084,0.01152,"S100A8,S100A9"
"GO:0000188","inactivation of MAPK activity",25,2,0.16,395,0.0084,0.01152,"DUSP4,RGS4"
"GO:0015721","bile acid and bile salt transport",25,2,0.16,396,0.0084,0.01152,"ABCB11,SLCO1C1"
"GO:0043271","negative regulation of ion transport",134,4,0.88,398,0.00658,0.01161,"ICAM1,RGS4,SERPINE2,TLR9"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade",209,5,1.37,405,0.00615,0.01207,"CCL8,FGB,FGF2,FGG,ICAM1"
"GO:0048710","regulation of astrocyte differentiation",26,2,0.17,406,0.00907,0.01243,"ID4,SERPINE2"
"GO:0010575","positive regulation of vascular endothelial growth factor production",26,2,0.17,407,0.00907,0.01243,"C3,IL1B"
"GO:0046470","phosphatidylcholine metabolic process",74,3,0.48,412,0.00806,0.0126,"APOA1,LPCAT1,PON1"
"GO:0031100","animal organ regeneration",75,3,0.49,415,0.00836,0.01306,"APOA1,TGFBR2,VTN"
"GO:1905954","positive regulation of lipid localization",75,3,0.49,416,0.00836,0.01306,"C3,IL1B,PON1"
"GO:0060384","innervation",27,2,0.18,419,0.00976,0.01337,"COL25A1,SERPINE2"
"GO:0042129","regulation of T cell proliferation",141,4,0.92,423,0.00786,0.01378,"IGFBP2,IL1B,TGFBR2,TNFRSF21"
"GO:0042593","glucose homeostasis",217,5,1.42,425,0.00718,0.01401,"G6PC,HNF4A,ICAM1,PCK1,RBP4"
"GO:0043462","regulation of ATPase activity",77,3,0.5,426,0.00899,0.01402,"ALDOB,DNAJC10,TLR9"
"GO:0042730","fibrinolysis",28,2,0.18,432,0.01047,0.01433,"FGB,FGG"
"GO:0014072","response to isoquinoline alkaloid",29,2,0.19,442,0.01121,0.01533,"PENK,RGS4"
"GO:0045745","positive regulation of G protein-coupled receptor signaling pathway",29,2,0.19,443,0.01121,0.01533,"C3,CAV2"
"GO:0043278","response to morphine",29,2,0.19,444,0.01121,0.01533,"PENK,RGS4"
"GO:0070328","triglyceride homeostasis",30,2,0.2,454,0.01197,0.01636,"APOA1,HNF4A"
"GO:0055090","acylglycerol homeostasis",30,2,0.2,455,0.01197,0.01636,"APOA1,HNF4A"
"GO:0071549","cellular response to dexamethasone stimulus",30,2,0.2,456,0.01197,0.01636,"ICAM1,PCK1"
"GO:0030307","positive regulation of cell growth",149,4,0.97,458,0.0095,0.01656,"IGFBP1,ISLR2,S100A8,S100A9"
"GO:0048709","oligodendrocyte differentiation",83,3,0.54,467,0.01103,0.01712,"ID4,TNFRSF21,VTN"
"GO:0001975","response to amphetamine",31,2,0.2,469,0.01275,0.01741,"ICAM1,RGS4"
"GO:0048713","regulation of oligodendrocyte differentiation",31,2,0.2,470,0.01275,0.01741,"ID4,TNFRSF21"
"GO:0002702","positive regulation of production of molecular mediator of immune response",85,3,0.56,480,0.01176,0.01824,"IL1B,RBP4,TLR9"
"GO:0090277","positive regulation of peptide hormone secretion",85,3,0.56,481,0.01176,0.01824,"FGB,FGG,RBP4"
"GO:0006082","organic acid metabolic process",1041,13,6.81,482,0.02312,0.01832,"ABCB11,ALDOB,C3,FGF2,G6PC,GFPT1,HNF4A,IL1B,MAT1A,PAH,PCK1,PON1,TAT"
"GO:0071354","cellular response to interleukin-6",32,2,0.21,483,0.01355,0.01849,"FGG,ICAM1"
"GO:0006882","cellular zinc ion homeostasis",32,2,0.21,484,0.01355,0.01849,"S100A8,S100A9"
"GO:0051154","negative regulation of striated muscle cell differentiation",33,2,0.22,491,0.01437,0.0196,"CXCL10,RGS4"
"GO:0006656","phosphatidylcholine biosynthetic process",33,2,0.22,492,0.01437,0.0196,"APOA1,LPCAT1"
"GO:0042102","positive regulation of T cell proliferation",88,3,0.58,498,0.01291,0.01998,"IGFBP2,IL1B,TGFBR2"
"GO:0033280","response to vitamin D",34,2,0.22,502,0.01521,0.02074,"CXCL10,PENK"
"GO:0030212","hyaluronan metabolic process",34,2,0.22,503,0.01521,0.02074,"FGF2,IL1B"
"GO:0055069","zinc ion homeostasis",34,2,0.22,504,0.01521,0.02074,"S100A8,S100A9"
"GO:0010955","negative regulation of protein processing",35,2,0.23,511,0.01608,0.02191,"CTSZ,SERPINE2"
"GO:1903318","negative regulation of protein maturation",35,2,0.23,512,0.01608,0.02191,"CTSZ,SERPINE2"
"GO:0051224","negative regulation of protein transport",163,4,1.07,516,0.01288,0.02221,"APOA1,CABP1,IL1B,TNFRSF21"
"GO:0032868","response to insulin",245,5,1.6,517,0.01174,0.02241,"CAV2,ICAM1,IGFBP1,IL1B,PCK1"
"GO:0006721","terpenoid metabolic process",93,3,0.61,521,0.01497,0.02308,"APOA1,HMGCS2,RBP4"
"GO:0007369","gastrulation",165,4,1.08,526,0.01341,0.0231,"APOA1,HNF4A,TGFBR2,VTN"
"GO:0051180","vitamin transport",36,2,0.24,522,0.01696,0.0231,"APOA1,GC"
"GO:0019432","triglyceride biosynthetic process",36,2,0.24,523,0.01696,0.0231,"C3,PCK1"
"GO:1904950","negative regulation of establishment of protein localization",166,4,1.09,530,0.01369,0.02356,"APOA1,CABP1,IL1B,TNFRSF21"
"GO:0032870","cellular response to hormone stimulus",638,9,4.17,536,0.00889,0.024,"CAV2,FGB,HNF4A,ICAM1,IGFBP1,IGFBP2,IGFBP7,IL1B,PCK1"
"GO:0010470","regulation of gastrulation",37,2,0.24,537,0.01787,0.02431,"APOA1,HNF4A"
"GO:0032368","regulation of lipid transport",96,3,0.63,540,0.01629,0.02506,"APOA1,IL1B,PON1"
"GO:0014009","glial cell proliferation",38,2,0.25,545,0.01879,0.02556,"IL1B,PENK"
"GO:0046460","neutral lipid biosynthetic process",38,2,0.25,546,0.01879,0.02556,"C3,PCK1"
"GO:0046463","acylglycerol biosynthetic process",38,2,0.25,547,0.01879,0.02556,"C3,PCK1"
"GO:0043279","response to alkaloid",97,3,0.63,549,0.01674,0.02574,"ICAM1,PENK,RGS4"
"GO:0033344","cholesterol efflux",39,2,0.25,555,0.01974,0.02683,"APOA1,PON1"
"GO:0009410","response to xenobiotic stimulus",260,5,1.7,563,0.01486,0.02803,"HNF4A,ICAM1,PCK1,PENK,RGS4"
"GO:0061028","establishment of endothelial barrier",40,2,0.26,564,0.0207,0.02812,"ICAM1,IL1B"
"GO:0071548","response to dexamethasone",40,2,0.26,565,0.0207,0.02812,"ICAM1,PCK1"
"GO:0030308","negative regulation of cell growth",177,4,1.16,569,0.01694,0.02892,"DCBLD2,HNF4A,RGS4,SERPINE2"
"GO:0046916","cellular transition metal ion homeostasis",102,3,0.67,570,0.01911,0.02929,"CP,S100A8,S100A9"
"GO:0002639","positive regulation of immunoglobulin production",41,2,0.27,571,0.02169,0.02944,"RBP4,TLR9"
"GO:0001504","neurotransmitter uptake",41,2,0.27,572,0.02169,0.02944,"RGS4,SLC22A3"
"GO:0009749","response to glucose",180,4,1.18,577,0.01791,0.0305,"HNF4A,ICAM1,PCK1,TGFBR2"
"GO:0032371","regulation of sterol transport",42,2,0.27,580,0.02269,0.03078,"APOA1,PON1"
"GO:0032374","regulation of cholesterol transport",42,2,0.27,581,0.02269,0.03078,"APOA1,PON1"
"GO:0032757","positive regulation of interleukin-8 production",42,2,0.27,582,0.02269,0.03078,"IL1B,TLR9"
"GO:1903037","regulation of leukocyte cell-cell adhesion",268,5,1.75,585,0.01672,0.03136,"ICAM1,IGFBP2,IL1B,TGFBR2,TNFRSF21"
"GO:0014075","response to amine",43,2,0.28,588,0.02371,0.03214,"ICAM1,RGS4"
"GO:0002063","chondrocyte development",43,2,0.28,589,0.02371,0.03214,"PTHLH,TGFBR2"
"GO:0052548","regulation of endopeptidase activity",364,6,2.38,590,0.01578,0.03234,"C3,S100A8,S100A9,SERPINC1,SERPINE2,VTN"
"GO:0009746","response to hexose",185,4,1.21,593,0.01959,0.03324,"HNF4A,ICAM1,PCK1,TGFBR2"
"GO:0032653","regulation of interleukin-10 production",44,2,0.29,594,0.02476,0.03353,"TLR9,TNFRSF21"
"GO:0034763","negative regulation of transmembrane transport",109,3,0.71,602,0.02273,0.03467,"IL1B,RGS4,TLR9"
"GO:0034284","response to monosaccharide",190,4,1.24,607,0.02136,0.03612,"HNF4A,ICAM1,PCK1,TGFBR2"
"GO:0002699","positive regulation of immune effector process",191,4,1.25,614,0.02173,0.03671,"C3,IL1B,RBP4,TLR9"
"GO:0006720","isoprenoid metabolic process",112,3,0.73,616,0.02439,0.03712,"APOA1,HMGCS2,RBP4"
"GO:0050709","negative regulation of protein secretion",113,3,0.74,623,0.02496,0.03795,"APOA1,IL1B,TNFRSF21"
"GO:0032869","cellular response to insulin stimulus",195,4,1.27,634,0.02324,0.03914,"CAV2,IGFBP1,IL1B,PCK1"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",198,4,1.29,646,0.02441,0.04102,"ICAM1,IGFBP2,IL1B,TGFBR2"
"GO:0009615","response to virus",291,5,1.9,652,0.02295,0.04228,"CCL8,CXCL10,CXCL9,PENK,TLR9"
"GO:0052547","regulation of peptidase activity",389,6,2.54,657,0.02114,0.04247,"C3,S100A8,S100A9,SERPINC1,SERPINE2,VTN"
"GO:0051346","negative regulation of hydrolase activity",403,6,2.63,696,0.02462,0.04893,"APOA1,C3,SERPINC1,SERPINE2,TLR9,VTN"
