"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0001938","positive regulation of endothelial cell proliferation",89,2,0.29,85,0.01581,0.0332,"NRP2,VEGFA"
"GO:0002027","regulation of heart rate",89,2,0.29,86,0.01581,0.0332,"KCNH2,MYH6"
"GO:0033138","positive regulation of peptidyl-serine phosphorylation",90,2,0.29,87,0.01615,0.0339,"IFNA5,VEGFA"
"GO:0061326","renal tubule development",91,2,0.29,88,0.01649,0.0346,"TFAP2B,VEGFA"
"GO:0072017","distal tubule development",11,1,0.04,89,0.02352,0.0348,"TFAP2B"
"GO:0010561","negative regulation of glycoprotein biosynthetic process",11,1,0.04,90,0.02352,0.0348,"ITM2C"
"GO:0030007","cellular potassium ion homeostasis",11,1,0.04,91,0.02352,0.0348,"ATP4A"
"GO:1905820","positive regulation of chromosome separation",11,1,0.04,92,0.02352,0.0348,"ANAPC11"
"GO:0061548","ganglion development",11,1,0.04,93,0.02352,0.0348,"NRP2"
"GO:0042983","amyloid precursor protein biosynthetic process",11,1,0.04,94,0.02352,0.0348,"ITM2C"
"GO:0042984","regulation of amyloid precursor protein biosynthetic process",11,1,0.04,95,0.02352,0.0348,"ITM2C"
"GO:0002903","negative regulation of B cell apoptotic process",11,1,0.04,96,0.02352,0.0348,"FOXP1"
"GO:0072567","chemokine (C-X-C motif) ligand 2 production",11,1,0.04,97,0.02352,0.0348,"FOXP1"
"GO:0072578","neurotransmitter-gated ion channel clustering",11,1,0.04,98,0.02352,0.0348,"SHISA7"
"GO:0010960","magnesium ion homeostasis",11,1,0.04,99,0.02352,0.0348,"TFAP2B"
"GO:0099175","regulation of postsynapse organization",92,2,0.3,100,0.01684,0.0353,"NRP2,SHISA7"
"GO:0120162","positive regulation of cold-induced thermogenesis",92,2,0.3,101,0.01684,0.0353,"VEGFA,YBX2"
"GO:0007512","adult heart development",12,1,0.04,105,0.02563,0.0379,"MYH6"
"GO:0002551","mast cell chemotaxis",12,1,0.04,106,0.02563,0.0379,"VEGFA"
"GO:0036376","sodium ion export across plasma membrane",12,1,0.04,107,0.02563,0.0379,"ATP4A"
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient",12,1,0.04,108,0.02563,0.0379,"ATP4A"
"GO:0009143","nucleoside triphosphate catabolic process",12,1,0.04,109,0.02563,0.0379,"ENPP3"
"GO:1901626","regulation of postsynaptic membrane organization",12,1,0.04,110,0.02563,0.0379,"SHISA7"
"GO:1901160","primary amino compound metabolic process",12,1,0.04,111,0.02563,0.0379,"AZIN2"
"GO:0048875","chemical homeostasis within a tissue",12,1,0.04,112,0.02563,0.0379,"VEGFA"
"GO:0090399","replicative senescence",12,1,0.04,113,0.02563,0.0379,"MME"
"GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein",12,1,0.04,114,0.02563,0.0379,"IFNA5"
"GO:0071679","commissural neuron axon guidance",12,1,0.04,115,0.02563,0.0379,"VEGFA"
"GO:0098739","import across plasma membrane",99,2,0.32,119,0.01933,0.0403,"ATP4A,SLC7A2"
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis",13,1,0.04,120,0.02774,0.041,"VEGFA"
"GO:0006596","polyamine biosynthetic process",13,1,0.04,121,0.02774,0.041,"AZIN2"
"GO:0048172","regulation of short-term neuronal synaptic plasticity",13,1,0.04,122,0.02774,0.041,"SHISA7"
"GO:0015802","basic amino acid transport",13,1,0.04,123,0.02774,0.041,"SLC7A2"
"GO:1903019","negative regulation of glycoprotein metabolic process",13,1,0.04,124,0.02774,0.041,"ITM2C"
"GO:0009642","response to light intensity",13,1,0.04,125,0.02774,0.041,"RDH13"
"GO:0050930","induction of positive chemotaxis",13,1,0.04,126,0.02774,0.041,"VEGFA"
"GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance",13,1,0.04,127,0.02774,0.041,"NRP2"
"GO:0097531","mast cell migration",13,1,0.04,128,0.02774,0.041,"VEGFA"
"GO:0036109","alpha-linolenic acid metabolic process",13,1,0.04,129,0.02774,0.041,"FADS2"
"GO:0072009","nephron epithelium development",104,2,0.33,130,0.0212,0.0441,"TFAP2B,VEGFA"
"GO:0006883","cellular sodium ion homeostasis",14,1,0.04,131,0.02984,0.0441,"ATP4A"
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway",14,1,0.04,132,0.02984,0.0441,"VEGFA"
"GO:0060977","coronary vasculature morphogenesis",14,1,0.04,133,0.02984,0.0441,"VEGFA"
"GO:0061154","endothelial tube morphogenesis",14,1,0.04,134,0.02984,0.0441,"FOXP1"
"GO:0090036","regulation of protein kinase C signaling",14,1,0.04,135,0.02984,0.0441,"VEGFA"
"GO:0003159","morphogenesis of an endothelium",14,1,0.04,136,0.02984,0.0441,"FOXP1"
"GO:0007216","G protein-coupled glutamate receptor signaling pathway",14,1,0.04,137,0.02984,0.0441,"GRM3"
"GO:0035810","positive regulation of urine volume",14,1,0.04,138,0.02984,0.0441,"TFAP2B"
"GO:0043252","sodium-independent organic anion transport",14,1,0.04,139,0.02984,0.0441,"SLCO1B1"
"GO:0048532","anatomical structure arrangement",14,1,0.04,140,0.02984,0.0441,"NRP2"
"GO:2001028","positive regulation of endothelial cell chemotaxis",15,1,0.05,143,0.03194,0.0471,"VEGFA"
"GO:0060766","negative regulation of androgen receptor signaling pathway",15,1,0.05,144,0.03194,0.0471,"FOXP1"
"GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential",15,1,0.05,145,0.03194,0.0471,"KCNH2"
"GO:0060841","venous blood vessel development",15,1,0.05,146,0.03194,0.0471,"VEGFA"
"GO:0021783","preganglionic parasympathetic fiber development",15,1,0.05,147,0.03194,0.0471,"NRP2"
"GO:0048569","post-embryonic animal organ development",15,1,0.05,148,0.03194,0.0471,"VEGFA"
"GO:0071435","potassium ion export",15,1,0.05,149,0.03194,0.0471,"KCNH2"
"GO:0097623","potassium ion export across plasma membrane",15,1,0.05,150,0.03194,0.0471,"KCNH2"
"GO:0070661","leukocyte proliferation",255,3,0.82,151,0.01747,0.0486,"ENPP3,IFNA5,TMIGD2"
